title,listed_in,rating,duration,seasons,International TV Shows, TV Dramas, TV Mysteries,Crime TV Shows, International TV Shows, TV Action & Adventure,Docuseries, Reality TV, Romantic TV Shows, TV Comedies,TV Dramas, TV Horror,British TV Shows, Docuseries, Crime TV Shows,TV Comedies, Spanish-Language TV Shows, TV Thrillers,Kids' TV, TV Sci-Fi & Fantasy,Reality TV,Anime Series, Kids' TV, Korean TV Shows, Science & Nature TV, Teen TV Shows,TV Shows,TV Action & Adventure,Stand-Up Comedy & Talk Shows,Classic & Cult TV, Stand-Up Comedy & Talk Shows,Romantic TV Shows,TV Horror,Spanish-Language TV Shows, Classic & Cult TV,TV Sci-Fi & Fantasy,Cluster,PCA1,PCA2,Cluster_Label
Open Your Eyes,"['International TV Shows', ' TV Dramas', ' TV Mysteries']",4,1 Season,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.040554901573748,-0.5087548196573571,Mixed Genre Epics
Post Mortem: No One Dies in Skarnes,"['International TV Shows', ' TV Comedies', ' TV Dramas']",4,1 Season,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.9445528707348723,0.12988577072367055,Short Comedies
Wheel of Fortune,['Reality TV'],3,3 Seasons,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.15976497754474814,0.5086621970125198,Family/Kids Shows
Oggy Oggy,"[""Kids' TV"", ' TV Comedies']",6,1 Season,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.36762999071193575,2.953139403988352,Drama-heavy Long Series
Manifest,"['TV Dramas', ' TV Mysteries', ' TV Sci-Fi & Fantasy']",2,3 Seasons,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.868521640992947,0.894408354890576,Mixed Genre Epics
Comedy Premium League,"['International TV Shows', ' TV Comedies']",4,1 Season,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.333715098220477,0.6060970193920472,Short Comedies
Everything Will Be Fine,"['International TV Shows', ' Spanish-Language TV Shows', ' TV Comedies']",4,1 Season,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.4429326085729337,0.05406869076459878,Short Comedies
Korean Cold Noodle Rhapsody,"['Docuseries', ' International TV Shows']",5,1 Season,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1.5756261290288331,-0.3137654469987491,Family/Kids Shows
The Chair,"['TV Comedies', ' TV Dramas']",4,1 Season,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.4513462717549537,0.12178008555043716,Mixed Genre Epics
Go! Go! Cory Carson,"[""Kids' TV""]",6,5 Seasons,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8616483296807345,2.812016401551345,Drama-heavy Long Series
The Defeated,"['Crime TV Shows', ' International TV Shows', ' TV Dramas']",4,1 Season,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.7843558269167142,-1.916954390069706,Family/Kids Shows
Mother Goose Club,"[""Kids' TV""]",6,2 Seasons,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7809297629848668,2.487560725384881,Drama-heavy Long Series
Rascal Does Not Dream of Bunny Girl Senpai,"['Anime Series', ' International TV Shows', ' Romantic TV Shows']",2,1 Season,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.2834317516871223,-1.8655009767868775,Family/Kids Shows
The Creative Indians,"['Docuseries', ' International TV Shows']",4,1 Season,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1.4376753067754084,-0.615030059235093,Family/Kids Shows
Winx Club,"[""Kids' TV""]",7,2 Seasons,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.9188805852382916,2.788825337621225,Drama-heavy Long Series
Brand New Cherry Flavor,"['TV Dramas', ' TV Horror', ' TV Mysteries']",4,1 Season,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.8449880955830794,0.7280891029315865,Mixed Genre Epics
Fast & Furious Spy Racers,"[""Kids' TV""]",7,5 Seasons,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.9995991519341595,3.1132810137876885,Drama-heavy Long Series
Gone for Good,"['Crime TV Shows', ' International TV Shows', ' TV Dramas']",4,1 Season,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.7843558269167142,-1.916954390069706,Family/Kids Shows
Grace and Frankie,"['TV Comedies', ' TV Dramas']",4,7 Seasons,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.2899091383632184,0.7706914378833648,Mixed Genre Epics
The Kingdom,"['Crime TV Shows', ' International TV Shows', ' Spanish-Language TV Shows']",4,1 Season,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1.2859760890786531,-1.9927714700287775,Family/Kids Shows
Valeria,"['International TV Shows', ' Romantic TV Shows', ' Spanish-Language TV Shows']",4,2 Seasons,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.067909036945747,-0.7872292231270902,Short Comedies
AlRawabi School for Girls,"['International TV Shows', ' TV Dramas', ' Teen TV Shows']",2,1 Season,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2.037266229708924,-1.0468593345617512,Mixed Genre Epics
Bake Squad,['Reality TV'],5,1 Season,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.3818542442543526,0.894887637374232,Family/Kids Shows
Gabby's Dollhouse,"[""Kids' TV""]",6,2 Seasons,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7809297629848668,2.487560725384881,Drama-heavy Long Series
I Need Romance,"['International TV Shows', ' Romantic TV Shows', ' TV Comedies']",2,1 Season,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.647892943373071,-0.3721514403688589,Short Comedies
Las muñecas de la mafia,"['Crime TV Shows', ' International TV Shows', ' Spanish-Language TV Shows']",4,1 Season,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1.2859760890786531,-1.9927714700287775,Family/Kids Shows
The Crowned Clown,"['International TV Shows', ' Romantic TV Shows', ' TV Dramas']",2,1 Season,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.8723371325131577,-1.422093259696194,Short Comedies
SHAMAN KING,"['Anime Series', ' International TV Shows']",2,1 Season,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1.3217079523328674,-1.4897817414986598,Family/Kids Shows
Hit & Run,"['TV Action & Adventure', ' TV Dramas', ' TV Mysteries']",4,1 Season,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1.2516996312278472,0.33966540328029565,Mixed Genre Epics
Navarasa,['TV Shows'],4,1 Season,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,-0.21683894106100488,0.2799229264994503,Family/Kids Shows
Car Masters: Rust to Riches,['Reality TV'],5,3 Seasons,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.4356666220515977,1.1111914214852086,Family/Kids Shows
Cocaine Cowboys: The Kings of Miami,"['Crime TV Shows', ' Docuseries']",4,1 Season,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1.6966142382292069,-1.3331572464092807,Family/Kids Shows
Control Z,"['International TV Shows', ' Spanish-Language TV Shows', ' TV Dramas']",4,2 Seasons,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.640470608814398,-0.8877212365072488,Short Comedies
Cooking With Paris,['Reality TV'],4,1 Season,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.24390342200092782,0.593623025137888,Family/Kids Shows
Autumn's Concerto,"['International TV Shows', ' Romantic TV Shows', ' TV Dramas']",2,1 Season,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.8723371325131577,-1.422093259696194,Short Comedies
Office Girls,"['International TV Shows', ' Romantic TV Shows', ' TV Comedies']",2,1 Season,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.647892943373071,-0.3721514403688589,Short Comedies
The Prince Who Turns into a Frog,"['International TV Shows', ' Romantic TV Shows', ' TV Comedies']",2,1 Season,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.647892943373071,-0.3721514403688589,Short Comedies
Top Secret UFO Projects: Declassified,['Docuseries'],5,1 Season,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.8067493922795269,0.5871119779348895,Family/Kids Shows
Two Fathers,"['International TV Shows', ' Romantic TV Shows', ' TV Comedies']",2,1 Season,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.647892943373071,-0.3721514403688589,Short Comedies
You're My Destiny,"['International TV Shows', ' Romantic TV Shows', ' TV Comedies']",4,1 Season,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.3719912988662215,0.23037778410382917,Short Comedies
30 Rock,['TV Comedies'],2,7 Seasons,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-0.04502698964432768,0.644373462079053,Mixed Genre Epics
44 Cats,"[""Kids' TV""]",7,3 Seasons,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.9457867741369141,2.896977229676713,Drama-heavy Long Series
Darwin’s Game,"['Anime Series', ' International TV Shows', ' TV Thrillers']",4,1 Season,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1.4627335435176876,-0.850217217715786,Family/Kids Shows
Friday Night Lights,"['TV Dramas', ' Teen TV Shows']",2,5 Seasons,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0.2505813126396781,0.5221929234436056,Mixed Genre Epics
Hunter X Hunter (2011),"['Anime Series', ' International TV Shows']",2,6 Seasons,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1.4562388968259803,-0.9490222812212203,Family/Kids Shows
Charmed,"['TV Dramas', ' TV Sci-Fi & Fantasy']",2,3 Seasons,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.38612602677976254,0.9593183746126449,Mixed Genre Epics
Centaurworld,"[""Kids' TV"", ' TV Comedies']",7,1 Season,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5055808129653605,3.2544040162246954,Drama-heavy Long Series
Glow Up,"['British TV Shows', ' International TV Shows', ' Reality TV']",2,3 Seasons,3,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1.8320247652031483,-1.7136522801281304,Family/Kids Shows
Khawatir,"['International TV Shows', ' Reality TV']",2,1 Season,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.1642151657378421,-0.8801760128120796,Short Comedies
Myth & Mogul: John DeLorean,"['British TV Shows', ' Crime TV Shows', ' Docuseries']",2,1 Season,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-3.222340195714418,-2.328875148169242,Family/Kids Shows
Outer Banks,"['TV Action & Adventure', ' TV Dramas', ' Teen TV Shows']",4,2 Seasons,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0.9456031259575508,0.5122420049040776,Mixed Genre Epics
Transformers: War for Cybertron: Kingdom,['Anime Series'],7,1 Season,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1.242585326850685,0.9174187446166995,Family/Kids Shows
Tattoo Redo,['Reality TV'],4,1 Season,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.24390342200092782,0.593623025137888,Family/Kids Shows
The Flash,"['Crime TV Shows', ' TV Action & Adventure', ' TV Sci-Fi & Fantasy']",2,7 Seasons,7,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-0.11962129132482384,0.2790921109984836,Mixed Genre Epics
The Snitch Cartel: Origins,"['Crime TV Shows', ' International TV Shows', ' Spanish-Language TV Shows']",4,1 Season,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1.2859760890786531,-1.9927714700287775,Family/Kids Shows
All American,"['TV Dramas', ' Teen TV Shows']",2,3 Seasons,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0.3043936904369233,0.30588913933262973,Mixed Genre Epics
How to Sell Drugs Online (Fast),"['Crime TV Shows', ' International TV Shows', ' TV Comedies']",4,3 Seasons,3,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1.0626123938540464,-0.6507087866313949,Family/Kids Shows
Mighty Express,"[""Kids' TV""]",6,4 Seasons,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.834742140782112,2.703864509495857,Drama-heavy Long Series
Plastic Cup Boyz: Laughing My Mask Off!,"['Stand-Up Comedy & Talk Shows', ' TV Comedies']",4,1 Season,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.27705350314584487,1.6536045879891152,Short Comedies
The Walking Dead,"['Classic & Cult TV', ' TV Action & Adventure', ' TV Dramas']",4,10 Seasons,10,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,-0.003130448485843277,1.5469258942888344,Mixed Genre Epics
Wynonna Earp,"['International TV Shows', ' TV Action & Adventure', ' TV Dramas']",4,4 Seasons,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.5847341467222118,0.00024265071087114089,Mixed Genre Epics
Feels Like Ishq,"['International TV Shows', ' Romantic TV Shows', ' TV Comedies']",4,1 Season,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.3719912988662215,0.23037778410382917,Short Comedies
Masters of the Universe: Revelation,"['TV Action & Adventure', ' TV Sci-Fi & Fantasy']",5,1 Season,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0.3054530564311923,1.8349952090333255,Mixed Genre Epics
Revelations: The Masters of the Universe: Revelation Aftershow,"['Anime Series', ' Stand-Up Comedy & Talk Shows']",5,1 Season,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,-0.41640243499238083,0.3271763367622261,Family/Kids Shows
Sky Rojo,"['International TV Shows', ' Spanish-Language TV Shows', ' TV Action & Adventure']",4,2 Seasons,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.136926262357518,-0.2918782133591763,Short Comedies
The Movies That Made Us,['Docuseries'],4,2 Seasons,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.6957047589247247,0.3939992577540331,Family/Kids Shows
Chicago Med,['TV Dramas'],2,5 Seasons,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.04737601479816724,0.5226782335973806,Mixed Genre Epics
Sexy Beasts,"['British TV Shows', ' International TV Shows', ' Reality TV']",2,1 Season,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1.7782123874059033,-1.929956064239106,Family/Kids Shows
Too Hot to Handle: Brazil,"['International TV Shows', ' Reality TV', ' Romantic TV Shows']",4,1 Season,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.9265897218767376,-0.6533660236276095,Short Comedies
Okupas,"['Classic & Cult TV', ' Crime TV Shows', ' International TV Shows']",4,1 Season,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,-2.4496978468450514,-0.7872573009501782,Family/Kids Shows
Touch Your Heart,"['Crime TV Shows', ' International TV Shows', ' Romantic TV Shows']",4,1 Season,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.3569173987853648,-1.8164623766895471,Family/Kids Shows
Explained,"['Docuseries', ' Science & Nature TV']",4,3 Seasons,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,-1.5883918547002605,0.33283092040432877,Family/Kids Shows
Johnny Test,"[""Kids' TV"", ' TV Comedies']",7,1 Season,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5055808129653605,3.2544040162246954,Drama-heavy Long Series
Naomi Osaka,['Docuseries'],2,1 Season,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.39289692551925265,-0.31668185877414284,Family/Kids Shows
BEASTARS,"['Anime Series', ' International TV Shows']",4,2 Seasons,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1.6245157857383394,-0.7791006249704838,Family/Kids Shows
Her Private Life,"['International TV Shows', ' Romantic TV Shows', ' TV Comedies']",2,1 Season,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.647892943373071,-0.3721514403688589,Short Comedies
Never Have I Ever,"['TV Comedies', ' TV Dramas', ' Teen TV Shows']",2,2 Seasons,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0.9035470252046917,-0.3730825570205381,Mixed Genre Epics
Heist,"['Crime TV Shows', ' Docuseries']",4,1 Season,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1.6966142382292069,-1.3331572464092807,Family/Kids Shows
My Unorthodox Life,['Reality TV'],4,1 Season,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.24390342200092782,0.593623025137888,Family/Kids Shows
Ridley Jones,"[""Kids' TV""]",6,1 Season,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7540235740862442,2.379408833329393,Drama-heavy Long Series
Atypical,"['TV Comedies', ' TV Dramas', ' Teen TV Shows']",2,4 Seasons,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0.8497346474074465,-0.15677877290956244,Mixed Genre Epics
Biohackers,"['International TV Shows', ' TV Dramas', ' TV Sci-Fi & Fantasy']",4,2 Seasons,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.8161907326462916,0.31725101724643945,Mixed Genre Epics
How to Become a Tyrant,['Docuseries'],4,1 Season,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.6687985700261022,0.2858473656985453,Family/Kids Shows
The Cook of Castamar,"['International TV Shows', ' Romantic TV Shows', ' Spanish-Language TV Shows']",4,1 Season,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.09481522584437,-0.8953811151825781,Short Comedies
Virgin River,"['Romantic TV Shows', ' TV Dramas']",2,3 Seasons,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1.062026772392486,-0.42033835921070845,Mixed Genre Epics
Elize Matsunaga: Once Upon a Crime,"['Crime TV Shows', ' Docuseries', ' International TV Shows']",4,1 Season,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-2.465490974978514,-2.2340346713429193,Family/Kids Shows
RESIDENT EVIL: Infinite Darkness,"['Anime Series', ' TV Horror', ' TV Thrillers']",4,1 Season,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-0.21036345128429465,0.1510594400233904,Mixed Genre Epics
Cat People,['Docuseries'],2,1 Season,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.39289692551925265,-0.31668185877414284,Family/Kids Shows
Dogs,['Docuseries'],5,2 Seasons,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.8336555811781495,0.6952638699903774,Family/Kids Shows
The Mire,"['Crime TV Shows', ' International TV Shows', ' TV Dramas']",4,2 Seasons,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.8112620158153366,-1.8088024980142179,Family/Kids Shows
The War Next-door,"['International TV Shows', ' Spanish-Language TV Shows', ' TV Comedies']",4,1 Season,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.4429326085729337,0.05406869076459878,Short Comedies
Ask the StoryBots,"[""Kids' TV""]",6,3 Seasons,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8078359518834893,2.5957126174403684,Drama-heavy Long Series
Between,"['International TV Shows', ' TV Dramas', ' TV Mysteries']",2,2 Seasons,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.2895503571819753,-1.0031321520745573,Mixed Genre Epics
